id:ID,actor,:LABEL
20595,Gianna Segale Gianna Segale,person
20596,大卫·鲍伊 David Bowie,person
20597,阿利斯泰尔·布朗宁 Alistair Browning,person
20598,张震 Chen Chang,person
20599,理查德·文彻 Richard Venture,person
20600,托马斯·德德克 Tomasz Dedek,person
20601,石凉 Liang Shi,person
20602,Daniele Arena Daniele Arena,person
20603,罗伯特·库蒂斯·布朗 Robert Curtis Brown,person
20604,尼可莱塔·布拉斯基 Nicoletta Braschi,person
20605,伊安·布朗 Ian Brown,person
20606,阿蜜拉·卡萨 Amira Casar,person
20607,诺伯特·魏塞尔 Norbert Weisser,person
20608,周志强 Zhiqiang Zhou,person
20609,史蒂夫·麦基 Steve Mackey,person
20610,马修·夏普 Matthew Sharp,person
20611,内森·菲利安 Nathan Fillion,person
20612,特德·曼森 Ted Manson,person
20613,艾莉·达塞·阿登 Ellie Darcey-Alden,person
20614,瑞奇·缪斯 Ricky Muse,person
20615,吉姆·诺顿 Jim Norton,person
20616,张慧珍 Hye-jin Jang,person
20617,王渝文 Yu-Wen Wang,person
20618,玛丽萨·帕雷德斯 Marisa Paredes,person
20619,塔里克·穆杜 Tarikk Mudu,person
20620,杰森·麦克奎尔 Jason McGuire,person
20621,陈冠希 Edison Chen,person
20622,广濑正志 Masashi Hirose,person
20623,埃迪·艾伯特 Eddie Albert,person
20624,奥罗拉·夸特罗基 Aurora Quattrocchi,person
20625,伊恩·坎贝尔 Ian Campbell,person
20626,冯·刘易斯 Von Lewis,person
20627,詹姆斯·厄尔·琼斯 James Earl Jones,person
20628,凡妮莎·柯比 Vanessa Kirby,person
20629,大卫·布里斯宾 David Brisbin,person
20630,米尔斯·彼埃尔 Mills Pierre,person
20631,马尔顿·索克斯 Marton Csokas,person
20632,凯文·史派西 Kevin Spacey,person
20633,玛丽娜·朱迪切 Mariella Lo Giudice,person
20634,波希娅·纳尔逊 Portia Nelson,person
20635,金相庆 Sang-kyung Kim,person
20636,米斯·斯马尔 Mews Small,person
20637,迈克尔·维约 Michael Vieau,person
20638,黄霑 James Wong,person
20639,古泽彻 Tôru Furusawa,person
20640,李家声 Dickson Lee Kar-Sing,person
20641,玛丽亚娜·希尔 Marianna Hill,person
20642,阿尔芭·贝露琪 Alba Gaïa Kraghede Bellugi,person
20643,吉尔克里斯特·斯图尔特 Gilchrist Stuart,person
20644,曹孟浪 Menglang Cao,person
20645,程淑艳 Shuyan Cheng,person
20646,克雷格·凯利 Craig Kelly,person
20647,丹·巴特勒 Dan Butler,person
20648,汉诺·波西尔 Hanno Pöschl,person
20649,马克·林赛·查普曼 Mark Lindsay Chapman,person
20650,查尔斯·纳佩尔 Charles Napier,person
20651,张华 Hua Zhang,person
20652,全宪泰 Jeon Heon-tae,person
20653,松田洋治 Yôji Matsuda,person
20654,凯西·贝茨 Kathy Bates,person
20655,李叶健 Yip-kin Lee,person
20656,罗曼·科波拉 Roman Coppola,person
20657,艾德·哈里斯 Ed Harris,person
20658,新山志保 Shiho Niiyama,person
20659,休吉·里弗 Huggy Leaver,person
20660,巴哈丽·西迪奇 Bahare Seddiqi,person
20661,布隆森·韦伯 Bronson Webb,person
20662,Armando Annuale Armando Annuale,person
20663,迈克尔·斯托扬诺夫 Michael Stoyanov,person
20664,少爷占 Jim,person
20665,李柱灿 Joo-chan Lee,person
20666,朴信惠 Shin-hye Park,person
20667,韦德·威廉姆斯 Wade Williams,person
20668,乔什·哈切森 Josh Hutcherson,person
20669,薇薇·卡登尼 Vivien Cardone,person
20670,武田真治 Shinji Takeda,person
20671,阿隆·鲁斯汀 Aaron Lustig,person
20672,黎彼得 Peter Lai,person
20673,许敬民 Gin-Ming Hsu,person
20674,乔希·达拉斯 Josh Dallas,person
20675,谷原章介 Shôsuke Tanihara,person
20676,布兰科·拉斯蒂格 Branko Lustig,person
20677,车美京 Cha Mi Kyung,person
20678,罗杰·S·佩恩 Roger Payne,person
20679,陈辉虹 Fai-hung Chan,person
20680,乔榛 Zhen Qiao,person
20681,希斯·莱杰 Heath Ledger,person
20682,杨能 Neng Yang,person
20683,杰森·巴克尔 Jason Buckle,person
20684,G•D•斯普拉德林 G.D. Spradlin,person
20685,吕佩玉 Peiyu Lü,person
20686,彼得·阿佩尔 Peter Appel,person
20687,戴斯蒙德·哈灵顿 Desmond Harrington,person
20688,欧鲁米基·欧拉乌米 Olumiji Olawumi,person
20689,朴成根 Sung-geun Park,person
20690,雨笠利幸 Toshiyuki Amagasa,person
20691,乔·柯蒂斯 Joe Cortese,person
20692,艾玛·汤普森 Emma Thompson,person
20693,山崎努 Tsutomu Yamazaki,person
20694,松下萌子 Moeko Matsushita,person
20695,费雯·丽 Vivien Leigh,person
20696,市川实日子 Mikako Ichikawa,person
20697,本杰明·巴奇 Benjamin Baroche,person
20698,柏原崇 Takashi Kashiwabara,person
20699,詹姆斯·W·埃弗莫尔 James W. Evermore,person
20700,内森·甘宝 Nathan Gamble,person
20701,娜塔丽·科尔多瓦 Natalia Cordova,person
20702,劳伦·白考尔 Lauren Bacall,person
20703,汤米·钟 Tommy Chong,person
20704,朱莉娅·奥蒙德 Julia Ormond,person
20705,卡梅隆·罗德 Cameron Rhodes,person
20706,丹尼·德维托 Danny DeVito,person
20707,塔拉·斯特朗 Tara Strong,person
20708,约翰·威廉姆斯 John Williams,person
20709,摩甘娜金 Morgana King,person
20710,米特·洛夫 Meat Loaf,person
20711,雷吉·奥斯汀 Reggie Austin,person
20712,博·勒纳 Beau Lerner,person
20713,拉法埃拉·莱博罗尼 Raffaella Lebboroni,person
20714,玛吉·吉伦哈尔 Maggie Gyllenhaal,person
20715,艾丽·道克特 Elie Docter,person
20716,高岛彩 Aya Takashima,person
20717,Jamie Yeates Jamie Yeates,person
20718,乔纳森·吉尔 Johnathan Geare,person
20719,阿尔·卡尔德隆 Al Calderon,person
20720,刘承睦 Yoo Seung-Mok,person
20721,乔·格里萨菲 Joe Grisaffi,person
20722,何文辉 Wenhui He,person
20723,本木雅弘 Masahiro Motoki,person
20724,李健仁 Kin-Yan Lee,person
20725,安德烈·胡勒斯 Endre Hules,person
20726,大卫·考吉尔 David Cowgill,person
20727,智一桐 Yitong Zhi,person
20728,汉娜·豪尔 Hanna Hall,person
20729,黄锐民 Oliver Wong,person
20730,席德·戈尔德 Sid Golder,person
20731,宣萱 Jessica Hester Hsuan,person
20732,伊拉姆·崔 Ilram Choi,person
20733,袁伟豪 Benjamin Yuen,person
20734,热拉尔·德帕迪约 Gérard Depardieu,person
20735,朱莉·德尔佩 Julie Delpy,person
20736,赛尔乔·比尼·布斯特里克 Sergio Bini Bustric,person
20737,理查德·吴 Richard Vuu,person
20738,述平 Shuping,person
20739,迈克尔·道格拉斯 Michael Douglas,person
20740,本·阿弗莱克 Ben Affleck,person
20741,奥拉夫·卢巴申科 Olaf Lubaszenko,person
20742,约翰·梅根纳 John Megna,person
20743,海伦·麦克洛瑞 Helen McCrory,person
20744,扎卡里·卡伯森 Zachary Culbertson,person
20745,朱塞佩·苏尔法罗 Giuseppe Sulfaro,person
20746,方征 Zheng Fang,person
20747,吉尔·科德斯 Jill Cordes,person
20748,拉尔夫·罗德里格斯 Ralph Rodriguez,person
20749,左颂升 Chung-Sing Choh,person
20750,刘家辉 Chia Hui Liu,person
20751,肯·奇斯曼 Ken Cheeseman,person
20752,田川洋行 Cary-Hiroyuki Tagawa,person
20753,威廉姆·麦灵 William Melling,person
20754,郑俊元 Joon-won Jeong,person
20755,马特·莱斯切尔 Matt Letscher,person
20756,玛丽亚·冯·特拉普 Maria von Trapp,person
20757,橘由加莉 Yukari Tachibana,person
20758,片平渚 Nagisa Katahira,person
20759,霍尔姆斯·奥斯本 Holmes Osborne,person
20760,孙法钧 Jerry Sun,person
20761,克里斯蒂安·J·辛普森 Christian J. Simpson,person
20762,汤姆·威尔金森 Tom Wilkinson,person
20763,杰克·尼科尔森 Jack Nicholson,person
20764,戴维·J·穆泽罗尔 David J. Muzzerall,person
20765,多纳尔·吉布森 Donal Gibson,person
20766,卡罗尔·韦斯 Carole Weiss,person
20767,安德里亚·迪·斯戴法诺 Andrea Di Stefano,person
20768,乔治·佩林 George Pelling,person
20769,Brandon Beach Brandon Beach,person
20770,吴健 Jian Wu,person
20771,多米尼克·查尼斯 Dominic Chianese,person
20772,奥丽娃·维拉索布罗斯 Olga Karlatos,person
20773,泰勒·格鲁秀斯 Taylor Groothuis,person
20774,迪克·卡维特 Dick Cavett,person
20775,凯特·布兰切特 Cate Blanchett,person
20776,杰克·布塞 Jake Busey,person
20777,本·门德尔森 Ben Mendelsohn,person
20778,陈国坤 Kwok-Kwan Chan,person
20779,Biff Yeager Biff Yeager,person
20780,罗格·洛伊德-派克 Roger Lloyd-Pack,person
20781,派翠西娅·克拉克森 Patricia Clarkson,person
20782,拉斯·兰特 Lars Ranthe,person
20783,霍纳斯·斯蒂克洛瑞斯 Jonas Stiklorius,person
20784,拜伦·明斯 Byron Minns,person
20785,爱德华·诺顿 Edward Norton,person
20786,达拉 Darla,person
20787,弗朗索瓦·伯尔卢普 François Bureloup,person
20788,丹尼尔·戴维斯 Daniel Davis,person
20789,郑仁絮 In-seo Jeong,person
20790,比阿特丽斯·帕姆 Beatrice Palme,person
20791,姜金才 Jincai Jiang,person
20792,乔什·卢卡斯 Josh Lucas,person
20793,胡明 Ming Hu,person
20794,邵兵 Bing Shao,person
20795,Emma Law Emma Law,person
20796,刘兴雷 Xinglei Liu,person
20797,刘之玲 ,person
20798,保罗·麦克兰尼 Paul McCrane,person
20799,车恩在 Eun-jae Cha,person
20800,马可·斯格罗索 Marco Sgrosso,person
20801,特雷瓦·埃迪内 Treva Etienne,person
20802,何塞·科罗纳多 José Coronado,person
20803,埃尔莎·兰彻斯特 Elsa Lanchester,person
20804,约翰·诺兰 John Nolan,person
20805,特雷弗·怀特 Trevor White,person
20806,伊尔凡·可汗 Irrfan Khan,person
20807,杰森·弗莱明 Jason Flemyng,person
20808,安妮·路易丝·哈辛 Anne Louise Hassing,person
20809,永山瑛太 Eita,person
20810,米切尔·马伦 Mitchell Mullen,person
20811,凯德·比特纳 Cade Bittner,person
20812,艾捷拉·埃文斯 Aja Evans,person
20813,乔伊·比索奈特 Joel Bissonnette ,person
20814,千明宰 Myung-Jae Cheon,person
20815,安东尼·希尔德 Anthony Heald,person
20816,凯西·威尔逊 Casey Wilson,person
20817,艾米丽·卡恩 Emilie Caen,person
20818,乔·斯皮内尔 Joe Spinell,person
20819,刘德华 Andy Lau,person
20820,斯考特西顿 Scott Seaton,person
20821,瓦斯·布莱克伍德 Vas Blackwood,person
20822,艾伦·格里尼 Ellen Greene,person
20823,迪恩·诺斯利 Dean Knowsley,person
20824,迈克尔·斯图巴 Michael Stuhlbarg,person
20825,摩西·德里耶 Moosie Drier,person
20826,夏恩·希尔 Cheyenne Hill,person
20827,任宝贤 Baoxian Ren,person
20828,武藤寿美 Sumi Mutoh,person
20829,肖恩·埃德尔曼 Shane Edelman,person
20830,辛·麦金利 Sean McGinley,person
20831,吴龙 Yong Oh,person
20832,丁小龙 Xiaolong Ding,person
20833,糸博 Hiroshi Ito,person
20834,王晶 Jing Wong,person
20835,诺埃尔·阿普利比 Noel Appleby,person
20836,吉莉·西蒙 Jillie Simon,person
20837,恩佐·卡拉瓦勒 Enzo Cannavale,person
20838,陈磊 Lei Chen,person
20839,归亚蕾 Ya-lei Kuei,person
20840,杨奇雨 Qiyu Yang,person
20841,托马斯·蒂梅 Thomas Thieme,person
20842,吉米·加德纳 Jimmy Gardner,person
20843,蔡少芬 Ada Choi,person
20844,菅野美穗 Miho Kanno,person
20845,黄凤琼 Fung-King Wong,person
20846,托马斯·科帕切 Thomas Kopache,person
20847,李梓 Zi Li,person
20848,费振翔 Zhenxiang Fei,person
20849,格里芬·弗雷泽 Griffen Fraser,person
20850,丁仲 Chung Ting,person
20851,比利·布什 Billy Bush,person
20852,安娜·法瑞丝 Anna Faris,person
20853,陶山章央 Akio Suyama,person
20854,约翰·斯洛斯 John Sloss,person
20855,利萨·麦克阿里斯特 Lisa McAllister,person
20856,泰迪·牛顿 Teddy Newton,person
20857,夏洛特·斯凯奇 Charlotte Skeoch,person
20858,罗多尔·保利 Rodolphe Pauly,person
20859,莎拉·罗默尔 Sarah Roemer,person
20860,纽威尔·亚历山大 Newell Alexander,person
20861,哈考特·威廉姆斯 Harcourt Williams,person
20862,阿非莫·奥米拉 Afemo Omilami,person
20863,斯特里奥·萨万特 Stelio Savante,person
20864,斯蒂文·麦金托什 Steven Mackintosh,person
20865,Hank Robinson Hank Robinson,person
20866,菲尔·普洛克特 Phil Proctor,person
20867,吴倩莲 Chien-lien Wu,person
20868,姜广涛 Guangtao Jiang,person
20869,迈克尔·加斯顿 Michael Gaston,person
20870,弗兰克·维尔克 Frank Welker,person
20871,娜塔丽·特纳 Natalia Tena,person
20872,杰克·安杰尔 Jack Angel,person
20873,卢克·扬布拉德 Luke Youngblood,person
20874,安东尼·雷·帕克 Anthony Ray Parker,person
20875,沈熙燮 Hee-seop Sim,person
20876,侯艳 Yan Hou,person
20877,萨姆·沃辛顿 Sam Worthington,person
20878,车光洙 Kwang-soo Cha,person
20879,江原由希子 YOU,person
20880,太田真一郎 Shinichirô Ôta,person
20881,郑益汉 Ik-han Jung,person
20882,苇青 Qing Wei,person
20883,加里·弗雷德里克森 Gray Frederickson,person
20884,王琳 Lin Wang,person
20885,娜丁·拉巴基 Nadine Labaki,person
20886,托林·撒切尔 Torin Thatcher,person
20887,利兰·奥瑟 Leland Orser,person
20888,侯焕玲 Woon Ling Hau,person
20889,郑知晓 Ji-So Juong,person
20890,加藤治子 Haruko Kato,person
20891,凯瑟·斯内德 Keith Snyder,person
20892,麦斯·米科尔森 Mads Mikkelsen,person
20893,亚布拉哈姆·本鲁比 Abraham Benrubi,person
20894,艾恩·格拉法德 Ioan Gruffudd,person
20895,冯远征 Yuanzheng Feng,person
20896,利亚姆·迪金森 Liam Dickinson,person
20897,莱拉·肯泽尔 Leila Kenzle,person
20898,凯文·韦斯曼 Kevin Weisman,person
20899,陈家碧 Kar-Bik Chan,person
20900,塞斯·盖贝尔 Seth Gabel,person
20901,郝祥海 Xianghai Hao,person
20902,乔迪·卡巴勒罗 Jordi Caballero,person
20903,水谷优子 Yûko Mizutani,person
20904,肖鹏 Peng Xiao,person
20905,木村绿子 Midoriko Kimura,person
20906,郭度沅 Do-Won Kwak,person
20907,马丁·哈伯 Martin Hub,person
20908,伊莎贝尔·卢卡斯 Isabel Lucas,person
20909,田曦薇 Xiwei Tian,person
20910,约翰·西格尔德森 John Sigurdson,person
20911,黛比·特纳 Debbie Turner,person
20912,贝拉·费斯彼姆 Béla Fesztbaum,person
20913,露欣达·戴泽克 Lucinda Dryzek,person
20914,李太力 Tai-Li Lee,person
20915,凯斯·索西 Kath Soucie,person
20916,乔·潘托里亚诺 Joe Pantoliano,person
20917,乌比·戈德堡 Whoopi Goldberg,person
20918,彼得·艾利·休默 Peter Ily Huemer,person
20919,柯克·道格拉斯 Kirk Douglas,person
20920,吴昌庆 Chang-kyeong Oh,person
20921,金河彦 Ha-Eon Kim,person
20922,詹姆斯·伍兹 James Woods,person
20923,白承焕 Seung-Hwan Baek ,person
20924,大卫·韦瑟莱 David Weatherley,person
20925,琳赛·邓肯 Lindsay Duncan,person
20926,汤姆·休斯 Tom Hughes,person
20927,詹姆斯·瑞布霍恩 James Rebhorn,person
20928,梁皓楷 Jerry Leung,person
20929,倪大红 Dahong Ni,person
20930,大卫·沃尔 David Wohl,person
20931,罗德·迈尔斯 Rod Myers,person
20932,什沙尔·夏尔马 Shishir Sharma,person
20933,露丝·普拉特 Ruth Platt,person
20934,泽田谦也 Kenya Sawada,person
20935,Michael Elsworth Michael Elsworth,person
20936,格洛丽亚·福斯特 Gloria Foster,person
20937,罗恩·帕金斯 Ron Perkins,person
20938,格伦·鲍威尔 Glen Powell,person
20939,弗兰克·约翰·休斯 Frank John Hughes,person
20940,大卫·安德鲁斯 David Andrews,person
20941,罗伯特·韦伯 Robert Webber,person
20942,劳伦·桑切斯 Lauren Sanchez,person
20943,张欣 Xin Zhang,person
20944,弗兰克·贝克 Frank Baker,person
20945,吉姆·瓦德 Jim Ward,person
20946,约阿希姆·保罗·阿斯波克 Joachim Paul Assböck,person
20947,梁佩诗 Katie Leung,person
20948,罗伯特·哈迪 Robert Hardy,person
20949,希尔德加德·斯罗德 Hildegard Schroedter,person
20950,克里·杜瓦尔 Clea DuVall,person
20951,基思·A·格拉斯科 Keith A. Glascoe,person
20952,理查德·达历山德罗 Richard D&#39;Alessandro,person
20953,姜文 Wen Jiang,person
20954,张素妍 So-yeon Jang,person
20955,安托万·劳伦特 Antoine Laurent,person
20956,萧亚轩 Elva Hsiao,person
20957,亚当·卡莱佩里斯 Adam Kalesperis,person
20958,比尔·厄尔文 Bill Erwin,person
20959,马里奥·托迪斯科 Mario Todisco,person
20960,伊克博·塞巴 Iqbal Theba,person
20961,特德·丹森 Ted Danson,person
20962,马西莫·比安奇 Massimo Bianchi,person
20963,大卫·亨瑞 David Henrie,person
20964,杰森·霍顿 Jason Horton,person
20965,John McMahon John McMahon,person
20966,强尼·格林伍德 Jonny Greenwood,person
20967,弗兰斯·安格拉德 France Anglade,person
20968,木野花 Hana Kino,person
20969,戴维德·迪格斯 Daveed Diggs,person
20970,布罗娜·加拉赫 Bronagh Gallagher,person
20971,贾登·史密斯 Jaden Smith,person
20972,皮埃尔-罗兰·巴纳隆 Pierre-Laurent Barneron,person
20973,里佐·弗雷多里佐 Alfredo Rizzo,person
20974,安琪拉·琼斯 Angela Jones,person
20975,大卫·斯特恩 David Sterne,person
20976,郭秀贞 Soo-Jeong Kwak,person
20977,严智星 Ji-seong Eom,person
20978,蒂亚娜·本杰明 Tiana Benjamin,person
20979,米歇尔·梅斯默 Michele Messmer,person
20980,埃丽萨·莫鲁奇 Elisa Morucci,person
20981,长野客弘 Katsuhiro Nagano,person
20982,苏珊娜·普莱舍特 Suzanne Pleshette,person
20983,弗兰克·哈格尼 Frank Hagney,person
20984,格洛丽亚·德黑文 Gloria DeHaven,person
20985,弗兰克·威利 Frank Whaley,person
20986,黄健玮 Chien-wei Huang,person
20987,朱恩·斯奎布 June Squibb,person
20988,斯图尔特·布拉姆博格 Stuart Blumberg,person
20989,克里斯托弗·邓汉 Christopher Denham,person
20990,朱剑峰 Jianfeng Zhu,person
20991,玛吉·史密斯 Maggie Smith,person
20992,凯瑟琳·罗斯·帕金斯 Kathleen Rose Perkins,person
20993,艾瑞克·布里登 Eric Braeden,person
20994,黄宗洛 Zongluo Huang,person
20995,王砚辉 Yanhui Wang,person
20996,萨瓦特利·卡西欧 Salvatore Cascio,person
20997,罗伯特·迈尔斯 Robert Myers,person
20998,理查德·赫德曼 Richard Herdman,person
20999,西恩·奥斯汀 Sean Astin,person
21000,劳伦·马赫 Lauren Maher,person
21001,沙拉万提·塞纳特 Shravanthi Sainath,person
21002,约翰·贝西 John Bach,person
21003,阮昊天 Haotian Yuan,person
21004,艾米·莱德 Amy Ryder,person
21005,索菲亚·伊斯皮诺萨 Sofía Espinosa,person
21006,维比什·希瓦库玛 Vibish Sivakumar,person
21007,平松晶子 Akiko Hiramatsu,person
21008,高田裕司 Takada Yuuji,person
21009,茱莉亚·蕾娜 Julia Rayner,person
21010,玛丽·伊丽莎白·麦格林 Mary Elizabeth McGlynn,person
21011,Natasha Beaumont Natasha Beaumont,person
21012,迈克尔·阿伯特 Michael Abbott Jr.,person
21013,彼得·穆兰 Peter Mullan,person
21014,金基天 Ki-cheon Kim,person
21015,马特·多兰 Matt Doran,person
21016,艾米·汉莫 Armie Hammer,person
21017,危笑 Xiao Wei,person
21018,畠山明子 Akiko Hatakeyama,person
21019,乔纳森·伊万斯-琼斯 Jonathan Evans-Jones,person
21020,林贤成 Hyun-Sung Lim,person
21021,彼得·杰克林 Peter Jecklin,person
21022,贝茜·特内兹 Betsy Túrnez,person
21023,丹尼尔·切尔奎拉 Daniel Cerqueira,person
21024,伯纳德·莱杰 Bernard Ledger,person
21025,赵德济 Jo Duk-je,person
21026,张震 Zhen Zhang,person
21027,多米尼克·博夫 Domenic Bove,person
21028,加文·莱尔·弗雷 Gavin Lyle Foley,person
21029,李楠 Nan Li,person
21030,普佩拉·玛奇奥 Pupella Maggio,person
21031,赵福来 Bok-rae Jo,person
21032,凯瑟琳·惠勒 Catherine Wyler,person
21033,裴淳华 Rosamund Pike,person
21034,董志华 Zhihua Dong,person
21035,约翰·波特 John Potter,person
21036,史蒂夫·斯威尼 Steve Sweeney,person
21037,杰克·洛 Jack Low,person
21038,平泉成 Sei Hiraizumi,person
21039,罗南·鲁宾斯坦 Ronen Rubinstein,person
21040,汤姆·塞兹摩尔 Tom Sizemore,person
21041,维万·巴特那 Vivan Bhatena,person
21042,派珀·佩拉博 Piper Perabo,person
21043,大卫·勒格诺 Dave Legeno,person
21044,詹姆斯·拉索 James Russo,person
21045,加布里埃莱·拉维亚 Gabriele Lavia,person
21046,Jeanne Lafayette Jeanne Lafayette,person
21047,萨比恩·克洛森 Sabine Crossen,person
21048,马妮·尼克松 Marni Nixon,person
21049,P.H.莫里亚蒂 P.H. Moriarty,person
21050,保罗·卡利尼 Paolo Carlini,person
21051,凯文·德科斯泰 Kevin DeCoste,person
21052,郑敏圣 Min-sung Jung,person
21053,西村雅彦 Masahiko Nishimura,person
21054,宋康昊 Kang-ho Song,person
21055,崔交植 Choi Kyo-shik,person
21056,田野惠 Megumi Tano,person
21057,迈克尔·格伯 Michael Gerber,person
21058,李连义 Lianyi Li,person
21059,比尔·帕克斯顿 Bill Paxton,person
21060,柳泰浩 Tae-ho Ryu,person
21061,约翰马迪诺 John Martino,person
21062,大卫·拜利 David Bailie,person
21063,米凯·麦高万 Mickie McGowan,person
21064,刘琴 Keum Yoo,person
21065,尼克·莫兰 Nick Moran,person
21066,理查德·泰勒 Richard Taylor,person
21067,克里斯·艾塞克 Chris Isaak,person
21068,元华 Wah Yuen,person
21069,玛格里·梅森 Margery Mason,person
21070,多姆纳尔·格里森 Domhnall Gleeson,person
21071,切斯特·康克林 Chester Conklin,person
21072,林威 Wai Lam,person
21073,默多克·麦夸里 Murdock MacQuarrie,person
21074,盖伊·西纳 Guy Siner,person
21075,莫伊拉·凯利 Moira Kelly,person
21076,斯科特·威廉姆·文特斯 Scott William Winters,person
21077,切奇·马林 Cheech Marin,person
21078,伊斯特·斯高特 Esther Scott,person
21079,宫田早苗 Sanae Miyata,person
21080,波伊德·霍布鲁克 Boyd Holbrook,person
21081,塔拉吉·P·汉森 Taraji P. Henson,person
21082,多米尼克·达吉尔 Dominique Daguier,person
21083,Gorella Gori Gorella Gori,person
21084,Victoria Price Victoria Price,person
21085,西德尼·科尔 Sidney Cole,person
21086,凯斯·大卫 Keith David,person
21087,苏珊·布洛马特 Susan Blommaert,person
21088,塔斯黛·韦尔德 Tuesday Weld,person
21089,海蒙·玛丽亚·巴汀格 Haymon Maria Buttinger,person
21090,李仙湖 Chelsea Li,person
21091,琳达·卡德里尼 Linda Cardellini,person
21092,托比·琼斯 Toby Jones,person
21093,理查德·科德里 Richard Cordery,person
21094,薛昌熙 Chang-hee Seol,person
21095,杜子蓝 Zilan Du,person
21096,查尔斯·劳顿 Charles Laughton,person
21097,J.T. Cromwell J.T. Cromwell,person
21098,张默 Mo Zhang,person
21099,凯文·多曼 Kevin Dorman,person
21100,安德烈亚斯·弗龙克 Andreas Fronk,person
21101,叶清 Ching Ip,person
21102,张同祖 Tung Cho Cheung,person
21103,穆德·阿巴斯·卡勒里 Mohd. Abbas Khaleeli,person
21104,韩基重 Ki-jung Han,person
21105,大卫·卡拉维 David Kallaway,person
21106,伊斯顿·盖奇 Easton Gage,person
21107,朱利安·阿拉汗加 Julian Arahanga,person
21108,亚美利哥·丰塔尼 Amerigo Fontani,person
21109,程守一 Billy Sau Yat Ching,person
21110,赵德贤 Deok-hyeon Jo,person
21111,霍斯特·布赫霍尔茨 Horst Buchholz,person
21112,君岛萌 Moe Kimishima,person
21113,汉娜·墨尔买德 Hannah Fraser,person
21114,吉尔·拉森 Jill Larson,person
21115,奥米·瓦依达 Omi Vaidya,person
21116,莉莉娜·穆米 Liliana Mumy,person
21117,德里克·李 Derek Lea,person
21118,左正芬 Cheng-Fen Tso,person
21119,吴孟达 Man Tat Ng,person
21120,张子贤 Zixian Zhang,person
21121,克萝丽丝·利奇曼 Cloris Leachman,person
21122,德尔罗伊·林多 Delroy Lindo,person
21123,盐屋翼 Yoku Shioya,person
21124,冀朝理 Chao Li Chi,person
21125,路易·西霍尤斯 Louie Psihoyos,person
21126,苏菲·玛索 Sophie Marceau,person
21127,陈宝骏 Po-Chun Chan,person
21128,串田和美 Kazuyoshi Kushida,person
21129,蒂姆·达利 Tim Daly,person
21130,乔纳森·海德 Jonathan Hyde,person
21131,申承勇 Seung-yong Sin,person
21132,艾米丽·拉塔科斯基 Emily Ratajkowski,person
21133,孙敬修 Jingxiu Sun,person
21134,陆建艺 Jianyi Lu,person
21135,全宇材 Woo-jae Jeon,person
21136,米兰达·理查森 Miranda Richardson,person
21137,寺岛进 Susumu Terajima,person
21138,诺亚·艾默里奇 Noah Emmerich,person
21139,牟珈论 Jia Lun Mu,person
21140,安吉拉·卡特怀特 Angela Cartwright,person
21141,吴俊全 Junquan Wu,person
21142,Scotch Ellis Loring Scotch Ellis Loring,person
21143,Italia Coppola Italia Coppola,person
21144,布莱恩·考克斯 Brian Cox,person
21145,戴恩·罗兹 Dane Rhodes,person
21146,丹尼斯·W·霍尔 Dennis W. Hall,person
21147,达科塔·范宁 Dakota Fanning,person
21148,文森特·普莱斯 Vincent Price,person
21149,汤米·弗拉纳根 Tommy Flanagan,person
21150,宝莲·高黛 Paulette Goddard,person
21151,德井优 Yu Tokui,person
21152,布兰达∙查普曼 Brenda Chapman,person
21153,约翰·拉森贝格 John Ratzenberger,person
21154,安德鲁·斯坦顿 Andrew Stanton,person
21155,元秋 Qiu Yuen,person
21156,卡拉·梅迪纳 Carla Medina,person
21157,石田光子 Mitsuko Ishida,person
21158,詹姆斯·科兹莫 James Cosmo,person
21159,金燕玲 Elaine Jin,person
21160,马库斯·赫林 Markus Hering,person
21161,迪米特里·格里特萨斯 Demetri Goritsas,person
21162,Peter Carew Peter Carew,person
21163,布鲁斯·巴伦堡 Bruce Bahrenburg,person
21164,史蒂芬·比灵顿 Stephen Billington,person
21165,三浦友和 Tomokazu Miura,person
21166,安东内洛·普利西 Antonello Puglisi,person
21167,乔安娜·塞勒 Joeanna Sayler,person
21168,阿尼·萨瓦 Ani Sava,person
21169,李韫慧 Yunhui Li,person
21170,克里斯·兰金 Chris Rankin,person
21171,何英伟 Ying-Wai Ho,person
21172,凯文·麦克纳利 Kevin McNally,person
21173,内斯特·卡博内尔 Nestor Carbonell,person
21174,艾米丽·瓦格纳 Emily Wagner,person
21175,阿历克斯·罗克 Alex Rocco,person
21176,千叶繁 Shigeru Chiba,person
21177,史蒂夫·卡鲁瑟斯 Steve Carruthers,person
21178,Ben Britton Ben Britton,person
21179,马丁·巴特斯·布拉德福德 Martin Bats Bradford,person
21180,蔡卫东 Weidong Cai,person
21181,威廉·达尔 William Duell,person
21182,帕姆·费里斯 Pam Ferris,person
21183,林志泰 Chi Tai Lam,person
21184,沃尔特·培根 Walter Bacon,person
21185,卡兰·麦克奥利菲 Callan McAuliffe,person
21186,尼古拉斯·格斯特 Nicholas Guest,person
21187,布鲁斯·威利斯 Bruce Willis,person
21188,狄迪尔·弗拉蒙 Didier Flamand,person
21189,托德·路易斯 Todd Louiso,person
21190,小野武彦 Takehiko Ono,person
21191,约瑟夫·米卡-亨特 Joseph Mika-Hunt,person
